"prnrnmc"	"isnrnmc"	"prnr"	"prname"	"isnr"	"type"	"council"	"proc"	"counvte"	"proccde"	"issues"	"intro"	"finact"	"pcom"	"pep"	"pat"	"pbe"	"pbu"	"pcr"	"pcy"	"pcz"	"pdk"	"pee"	"pfi"	"pfr"	"pde"	"pel"	"phu"	"pie"	"pit"	"plv"	"plt"	"plu"	"pmt"	"pnl"	"ppl"	"ppt"	"pro"	"psi"	"psk"	"pes"	"pse"	"puk"	"scom"	"sep"	"sat"	"sbe"	"sbu"	"scr"	"scy"	"scz"	"sdk"	"see"	"sfi"	"sfr"	"sde"	"sel"	"shu"	"sie"	"sit"	"slv"	"slt"	"slu"	"smt"	"snl"	"spl"	"spt"	"sro"	"ssi"	"ssk"	"ses"	"sse"	"suk"	"rp"	"out"
75	187	"d04240"	"ports"	"d04240i1"	"Dir"	"Trans"	"COD"	"Unan"	4	1	2013-10-04	999	100	0		0								0	0	0			100	0	0			0	0	100				100	0	0	30	80	0	100	0		0	0	0	0	0	50	70	50	0	0	50	50	50	0	0	80	50	50	0	0	0	80	100	50	0	0
76	188	"d05007"	"redmob"	"d05007i1"	"Reg"	"Trans"	"COD"	"QMV"	3	1	2016-02-05	2026-07-06	100	67							100		100	0	33	100	0	100	100				100	100					0	100	100	67	60	50	0	0	0		0	0	70	0	50	60	70	50	50	50	70	0	0	0	50	70	0	0	0	0	50	60	70	30	0	67
77	189	"d05028"	"spirits"	"d05028i1"	"Reg"	"Agri"	"COD"	"QMV"	3	2	2015-12-05	2013-02-08	40	20	40	40			0	20	100	100	100	0	40	0	40	0	0	100	100			40	100				0	0	100	0	60	50	50	50	0		60	50	20	70	70	30	30	60	50	60	60	70	80	0	0	50	90	0	0	0	30	60	95	80	0	20
77	190	"d05028"	"spirits"	"d05028i2"	"Reg"	"Agri"	"COD"	"QMV"	3	2	2015-12-05	2013-02-08	100	0	80	80			80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80		80	80	80	80	80	70	30	40	40	0		40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	0	40	40	40	40	40	0	70
78	191	"d05127"	"IPR"	"d05127i1"	"Dir"	"IM"	"COD"	"QMV"	3	2	"12-07-05"	999	100	100	60	0			0	0	0	0	0	0	60	0	0	0	0	0	0	50	0	0	0	0		50	0	0	0	0	70	60	40	75	0		50	50	95	50	80	90	50	50	50	80	50	50	50	40	50	80	80	50	0	40	50	75	95	90	0	
78	192	"d05127"	"IPR"	"d05127i2"	"Dir"	"JHA"	"COD"	"Unan"	4	2	"12-07-05"	999	100	0	0	100			0	0	0	0	0	100	0	100	0	0	100	0	0	0	0	0	0	100		0	0	100	0	0	70	50	60	60	0		50	50	50	50	50	70	60	50	50	50	50	50	50	50	50	50	50	50	0	50	50	60	50	50	0	
79	193	"d05182"	"dataret"	"d05182i1"	"Dir"	"JHA"	"COD"	"QMV"	3	5	2021-09-05	2013-04-06	30	70	100	30			100	100	100	100	30	100	30	30	100	100	100	100	100	30	100	30	100	100		100	100	100	100	100	50	90	90	30	0		90	90	90	90	30	90	30	30	90	90	90	90	90	30	90	30	90	90	0	90	90	90	90	90	0	100
79	194	"d05182"	"dataret"	"d05182i2"	"Dir"	"JHA"	"COD"	"QMV"	3	5	2021-09-05	2013-04-06	100	100	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	70	70	50	50	0		50	50	50	50	70	50	50	50	50	95	50	50	50	50	50	50	50	50	0	50	50	50	50	95	0	0
79	195	"d05182"	"dataret"	"d05182i3"	"Dir"	"JHA"	"COD"	"QMV"	3	5	2021-09-05	2013-04-06	90	75	90	100			90	90	100	90	40	90	90	90	90	90	90	90	90	90	90	90	90	90		90	90	90	90	90	80	75	80	90	0		80	80	90	80	90	80	80	80	80	80	80	80	80	80	80	80	80	80	0	80	80	80	80	80	0	90
79	196	"d05182"	"dataret"	"d05182i4"	"Dir"	"JHA"	"COD"	"QMV"	3	5	2021-09-05	2013-04-06	50	50	50	50			50	50	50	50	50	50	50	50	50	90	100	50	50	50	50	50	50	50		50	50	50	50	50	50	50	50	50	0		20	20	50	20	50	50	50	50	20	80	80	20	20	50	20	50	20	50	0	20	20	50	50	50	0	75
79	197	"d05182"	"dataret"	"d05182i5"	"Dir"	"JHA"	"COD"	"QMV"	3	5	2021-09-05	2013-04-06	0	100	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	50	90	50	50	0		50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	50	50	50	50	50	0	20
80	198	"d05183"	"air"	"d05183i1"	"Dir"	"Envi"	"COD"	"QMV"	3	2	2021-09-05	"11-06-08"	50	15		100				0	100	0		50	25		0		100	0	0			0	0				0		100	50	50	50	0	50	0		0	40	80	40	0	50	50	0	40	0	50	40	40	0	0	90	90	0	0	0	40	0	80	50	100	25
80	199	"d05183"	"air"	"d05183i2"	"Dir"	"Envi"	"COD"	"QMV"	3	2	2021-09-05	"11-06-08"	50	60						0		0					0			0	0				0				0		100	100	60	60	0	0	0		0	40	0	40	0	0	0	0	40	0	0	40	40	0	0	0	90	0	0	0	40	0	90	70	0	45
81	200	"d05214"	"pensions"	"d05214i1"	"Dir"	"Employ"	"COD"	"Unan"	4	4	2020-10-05	999	100	10		100			30	30	20	30	50	50	0	100	30	50	100	30	30		30	0	30	50		30	20		0	50	30	60	0	50	0		60	60	50	60	20	40	60	20	60	20	20	60	60	0	60	70	60	40	0	60	70	0	50	20	0	
81	201	"d05214"	"pensions"	"d05214i2"	"Dir"	"Employ"	"COD"	"Unan"	4	4	2020-10-05	999	70	80		70									0			30				70		100						30	30	30	75	50	0	50	0		0	0	0	0	0	0	80	0	0	50	0	0	0	50	0	90	0	0	0	0	0	50	50	50	0	
81	202	"d05214"	"pensions"	"d05214i3"	"Dir"	"Employ"	"COD"	"Unan"	4	4	2020-10-05	999	60	100	0	60							50	60	0			50	90			0		90						0		50	60	20	50	60	0		0	0	0	0	20	30	50	0	0	20	30	0	0	30	0	30	0	0	0	0	0	50	0	20	0	
81	203	"d05214"	"pensions"	"d05214i4"	"Dir"	"Employ"	"COD"	"Unan"	4	4	2020-10-05	999	100	100	0	100			100	100	100	100	0	0	0	100	100	100	100	100	0	0	100	100	100	0		100	100	0	100	100	90	50	50	60	0		40	40	40	40	20	90	60	40	40	40	40	40	40	50	40	70	40	90	0	40	40	60	40	40		
82	204	"d05245"	"payment"	"d05245i1"	"Dir"	"ECOFIN"	"COD"	"QMV"	3	4	"01-12-05"	"05-12-07"	0	40	100	100	100			0	0	100	0	100	100	100	100	0	100	100	100	100	0	0	0	100	0	0	0	100	0	0	90	50	90	80	70		0	80	80	80	50	90	95	80	70	80	80	80	80	80	20	80	80	80	40	20	20	80	80	90		40
82	205	"d05245"	"payment"	"d05245i2"	"Dir"	"ECOFIN"	"COD"	"QMV"	3	4	"01-12-05"	"05-12-07"	0	60	100	100	100			0	0	100	0	100	100	100	100	0	100	100	100	100		0	0	100	0			100	0	0	70	40	80	70	60		0	60	60	70	30	95	80	70	60	60	70	70	70	70	0	60	60	70	20	0	0	70	60	75	80	60
82	206	"d05245"	"payment"	"d05245i3"	"Dir"	"ECOFIN"	"COD"	"QMV"	3	4	"01-12-05"	"05-12-07"	100	100	0	100	0		100	100	100	100	100	100	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	70	50	70	50	50		50	60	60	50	60	50	70	50	50	60	50	50	50	50	60	60	60	50	60	60	60	50	60	70	0	100
82	207	"d05245"	"payment"	"d05245i4"	"Dir"	"ECOFIN"	"COD"	"QMV"	3	4	"01-12-05"	"05-12-07"	100	25	0	100	0		100	100	100	100	100	100	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	50	30	55	30	30		30	40	40	30	40	30	55	30	30	40	30	30	30	30	40	40	40	30	40	40	40	30	40	50		25
83	208	"d05260"	"broadcas"	"d05260i1"	"Dir"	"Culture"	"COD"	"QMV"	3	5	2013-12-05	2018-12-07	100	100	100	100			50		50		100	100	100	100		100						50					0	50		0	90	80	50	50	0		50	0	50	0	20	70	50	50	0	30	0	0	0	0	0	50	0	0	0	0	85	30	0	90	0	50
83	209	"d05260"	"broadcas"	"d05260i2"	"Dir"	"Culture"	"COD"	"QMV"	3	5	2013-12-05	2018-12-07	77	66							77			90	0			66				0								0	77	0	50	50	0	0	0		0	0	50	0	0	50	50	0	0	50	0	0	0	70	0	0	0	0	0	0	0	50	50	30	100	66
83	210	"d05260"	"broadcas"	"d05260i3"	"Dir"	"Culture"	"COD"	"QMV"	3	5	2013-12-05	2018-12-07	50	50		100					100			100	0				100			0									100	0	50	50	0	50	0		0	0	50	0	0	70	70	0	0	0	50	0	0	50	0	0	0	0	0	0	0	0	50	20	100	50
83	211	"d05260"	"broadcas"	"d05260i4"	"Dir"	"Culture"	"COD"	"QMV"	3	5	2013-12-05	2018-12-07	0	40	0	60			60	60	60	60	60	0	100	100	60	60	60	60	60	60	0	60	60	60		60	60	60	60	0	70	60	60	30	0		30	30	30	30	30	30	80	30	30	30	70	30	30	30	30	30	30	30	0	30	30	30	30	30		40
83	212	"d05260"	"broadcas"	"d05260i5"	"Dir"	"Culture"	"COD"	"QMV"	3	5	2013-12-05	2018-12-07	100	100	0	0				0		0		25	100		100	0	100	0	0	100	0	0	0	0		0			0	100	90	40	50	75	0		0	40	0	50	0	50	50	0	50	80	50	50	50	90	40	80	50	40	0	40	0	0	80	90	100	80
84	213	"d05281"	"waste"	"d05281i1"	"Dir"	"Envi"	"COD"	"QMV"	3	4	2021-12-05	2023-11-08	60	0	40	100			40	40	40	40	60	100	60	60	40	60	100	40	40	60	40	60	40	60		40	40	40	20	60	70	50	70	75	0		40	80	80	40	70	50	50	50	40	50	75	40	40	50	40	70	40	50	0	40	40	50	70	50	0	60
84	214	"d05281"	"waste"	"d05281i2"	"Dir"	"Envi"	"COD"	"QMV"	3	4	2021-12-05	2023-11-08	15	100	50	50			50	50	100	50	0	50	0	100	50	50	100	50	50	50	50	0	100	100		0	50	100	0	50	20	90	60	30	0		60	60	50	60	25	60	30	70	60	60	50	60	60	60	60	25	50	50	0	25	60	50	25	60	0	50
84	215	"d05281"	"waste"	"d05281i3"	"Dir"	"Envi"	"COD"	"QMV"	3	4	2021-12-05	2023-11-08	30	100	20	30			20	20	30	20	30	0	0	0	20	20	0	20	20	20	0	20	0	20		20	20	20	30	0	60	90	40	60	0		50	50	60	50	60	40	40	40	50	40	40	50	50	40	40	40	40	40	0	50	50	40	40	40	0	30
84	216	"d05281"	"waste"	"d05281i4"	"Dir"	"Envi"	"COD"	"QMV"	3	4	2021-12-05	2023-11-08	0	100	0	100			0	0	100	0	0	0	0	0	0	0	100	0	0	0	0	0	0	100		0	0	100	0	0	50	70	40	50	0		60	60	50	60	40	40	40	40	60	40	50	60	60	40	60	40	60	50	0	60	60	50	40	40	0	100
85	217	"n03318"	"hakefish"	"n03318i1"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2023-12-03	2028-12-05	100	0											50											0				0	50		100	100	0	0	0		0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	100	0	0	0	100	50	0	0	35
85	218	"n03318"	"hakefish"	"n03318i2"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2023-12-03	2028-12-05	100	25																						0				0			100	50	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	100	0	0		25
85	219	"n03318"	"hakefish"	"n03318i3"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2023-12-03	2028-12-05	100	60		40					60	35		40	80	35		35	35	35	35		40	40	35	0				0	75	45	90	70	0	40	0		0	0	40	50	0	40	40	35	0	50	35	40	40	0	40	40	35	35	0	0	0	35	50	70	0	60
85	220	"n03318"	"hakefish"	"n03318i4"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2023-12-03	2028-12-05	100	20										50												0				0			100	75	0	0	0		0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	75	0	0		0
86	221	"n03327"	"Biscplan"	"n03327i1"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2023-12-03	"07-03-06"	100	100		0								0										0									80	40	0	70	0		0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0		25
86	222	"n03327"	"Biscplan"	"n03327i2"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2023-12-03	"07-03-06"	100			0								100										0									50	0	0	60	0		0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0		100
86	223	"n03327"	"Biscplan"	"n03327i3"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2023-12-03	"07-03-06"	100											0																			80	0	0	0	0		0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		75
86	224	"n03327"	"Biscplan"	"n03327i4"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2023-12-03	"07-03-06"	100	60		0								60										0									50	30	0	70	0		0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0		60
87	225	"n04161"	"EAFRD"	"n04161i1"	"Reg"	"Agri"	"CNS"	"QMV"	1	2	2014-07-04	2021-10-05	100	30	0	100			50	50	0	50	0	0	0	0	50	20	50	60	50	0	100	90	50	0		60	50	0	0	100	50	60	100	40	0		20	50	70	40	80	100	80	20	20	50	20	50	20	100	40	40	20	60	0	50	20	60	60	20	0	30
87	226	"n04161"	"EAFRD"	"n04161i2"	"Reg"	"Agri"	"CNS"	"QMV"	1	2	2014-07-04	2021-10-05	100	70	15	0			50	60	90	50	0	0	60	90	90	0	50	0	90	50	0	0	50	0		50	0	0	60	30	90	60	50	50	0		60	60	50	60	50	50	50	50	60	50	50	60	60	50	60	50	60	50	0	60	60	50	50	60	10	70
88	227	"n04164"	"CAPfin"	"n04164i1"	"Reg"	"Agri"	"CNS"	"QMV"	1	5	2014-07-04	"11-08-05"	100	0	0	0					0		0	0	80	0		0	0			50		80		0				0	100	100	50	50	50	50	0		0	0	50	0	50	100	80	50	0	50	50	0	0	50	0	80	0	50	0	0	0	50	80	80	0	35
88	228	"n04164"	"CAPfin"	"n04164i2"	"Reg"	"Agri"	"CNS"	"QMV"	1	5	2014-07-04	"11-08-05"	80	80	0	100			50	50	100	50	0	80	100	80	50	80	80	50	50	80	50	100	50	0		50	50	80	0	80	30	50	50	75	0		50	50	30	50	75	50	75	75	50	50	50	50	50	50	50	50	50	75	0	50	50	75	50	50	40	20
88	229	"n04164"	"CAPfin"	"n04164i3"	"Reg"	"Agri"	"CNS"	"QMV"	1	5	2014-07-04	"11-08-05"	50		0	25			50	50	25	50	50	25	0	0	50	25	0	50	50	0	50	50	50	25		50	50	0	100	50	80	0	80	80	0		50	50	50	50	50	80	80	80	50	50	80	50	50	80	50	50	50	50	0	50	50	80	50	50	0	35
88	230	"n04164"	"CAPfin"	"n04164i4"	"Reg"	"Agri"	"CNS"	"QMV"	1	5	2014-07-04	"11-08-05"	0		50				100	100	50	100	50	50	50	50	100	50	100	100	100	50	100	50	50	100		100	100	50	50	50	80	0	30	0	0		100	100	30	100	30	30	30	30	100	30	60	100	100	30	100	30	30	60	0	100	100	30	30	30	100	100
88	231	"n04164"	"CAPfin"	"n04164i5"	"Reg"	"Agri"	"CNS"	"QMV"	1	5	2014-07-04	"11-08-05"	100	0	0	0			0	0	0	50	0	0	0	0	0	50	50	0	0	50	50	50	0	0		50	0	0	50	50	60	60	90	90	0		90	90	90	50	90	90	90	90	90	50	50	90	90	50	50	50	90	90	0	50	90	90	50	50		0
89	232	"n04169"	"EFishF"	"n04169i1"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2014-07-04	2015-08-06	0	20	0	60			70		15	100	50	100	0	100		60	100	80	80	15	70	15	100	100		70		100	0	0	100	100	100	80	0		60	0	70	100	70	70	100	90	0	80	90	80	80	80	60	100	100	100	0	50	0	100	100	100	0	0
89	233	"n04169"	"EFishF"	"n04169i2"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2014-07-04	2015-08-06	50	40	50	0			30		60	30	60	10	70	10		50	10	30	30		10	80	0	10		30		10	90	90	100	50	20	100	0		30	0	70	60	10	80	50	60	0	60	70	60	60	0	30	70	100	80	0	20	0	80	70	90	100	50
89	234	"n04169"	"EFishF"	"n04169i3"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2014-07-04	2015-08-06	0	30	0	10			10		0	60	0	50	0	50		30	50	10	30		70	0	60	70		0		70	0	0	100	30	90	50	0		20	0	100	60	50	60	100	50	0	50	60	50	50	0	70	100	70	60	0	20	0	60	100	100	0	60
89	235	"n04169"	"EFishF"	"n04169i4"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2014-07-04	2015-08-06	0		80	100			80	80	100	100	80	80	0	100	80	80	80	80	80			100	80	100			80	100	0	80	100	0	80	80	0		80	100	100	80	80	80	80	100	90	80	80	80	80	0	0	100	80	100	0	0	90	100	80	80	0	95
90	236	"n05099"	"broilers"	"n05099i1"	"Dir"	"Agri"	"CNS"	"QMV"	1	2	1930-05-05	"12-07-07"	80	75	100	50			20	20	100	20	50	0	100	0	20	0	80		20		20	80	0		0	50	0	80	100	80	80	70	80	60	0		30	60	90	20	50	90	90	50	60	30	20	0	20	0	30	70	85	0	70	50	70	20	90	80	0	70
90	237	"n05099"	"broilers"	"n05099i2"	"Dir"	"Agri"	"CNS"	"QMV"	1	2	1930-05-05	"12-07-07"	100		100	0	0		25	0	100	0	100	0	0	25	0	0	25		0	100	25	100	0	25	0	0	0	25	100	100	65	0	50	70	70		60	70	70	70	50	70	80	60	70	70	60	0	70	50	60	70	70	60	70	70	70	60	70	70	0	0
91	238	"n05118"	"sugar"	"n05118i1"	"Reg"	"Agri"	"CNS"	"QMV"	1	3	2022-06-05	2028-02-06	22	40	34	22			80	22	0	0	60	22	22	80	60	60	80	60	60	34	22	34	100	60		60	22	80	0	22	100	50	80	90	0		10	60	100	10	90	80	70	100	100	80	100	80	90	10	10	70	100	100	0	70	60	100	100	80	100	28
91	239	"n05118"	"sugar"	"n05118i2"	"Reg"	"Agri"	"CNS"	"QMV"	1	3	2022-06-05	2028-02-06	0		0	0				100	0		0	0	0	0	100	0	0	100	100			0	100	0		100	100	0	0	0	30	0	20	40	0		0	60	20	0	20	40	50	20	60	10	10	60	60	0	0	40	60	20	0	20	60	10	20	30		0
91	240	"n05118"	"sugar"	"n05118i3"	"Reg"	"Agri"	"CNS"	"QMV"	1	3	2022-06-05	2028-02-06	60	80	80	80				60	0		80	60	60	100	100	80	100	100	100	60	40	60	100	100		80	60	100	40	40	50	50	60	50	0		0	50	100	0	50	50	70	80	80	80	80	80	50	10	10	60	80	80	0	80	50	80	80	80	100	64
92	241	"d06132"	"pesticides"	"d06132i1"	"Dir"	"Agri"	"COD"	"QMV"	4	2	"12-07-06"	2024-11-09	100	50	0	50	0		100	100	100	100	100	50	50	50	0	50	0	100	100	50	50	100	100	50	0	50	50	0	100	50	70	80	70	10	80		15	15	80	40	80	50	50	55	70	50	60	40	40	40	40	15	40	50	90	40	50	60	80	55		50
92	242	"d06132"	"pesticides"	"d06132i2"	"Dir"	"Agri"	"COD"	"QMV"	4	2	"12-07-06"	2024-11-09	0	100	0	0	0		0	0	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	30	65	30	30	80		30	30	75	30	70	60	30	30	70	70	60	30	30	30	30	30	30	30	80	30	30	60	80	70		0
93	243	"d06196"	"post"	"d06196i1"	"Dir"	"Trans"	"COD"	"QMV"	4	2	2018-10-06	2027-02-08	100	100	100	33	33		33	33	100	33	100	33	100	33	33	100	33	33	33	33	33	100	33	33	33	33	33	100	100	100	100	80	80	90	80		80	80	20	80	70	80	100	90	80	40	80	90	80	100	80	100	90	80	80	80	90	20	70	70	0	100
93	244	"d06196"	"post"	"d06196i2"	"Dir"	"Trans"	"COD"	"QMV"	4	2	2018-10-06	2027-02-08	100	60	60	0	0		0	0	60	100	100	0	100	0	0	80	0	0	0	0	0	100	0	0	0	0	0	100	100	100	90	90	60	90	90		90	90	40	90	40	90	100	90	90	70	60	90	90	90	90	100	90	90	90	90	90	40	60	50		60
94	245	"n07026"	"milk"	"n07026i1"	"Reg"	"Agri"	"CNS"	"QMV"	1	2	2015-02-07	"04-10-07"	0		0	0	0		0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	20	30	20		40	20	50	20	30	90	20	50	50	30	40	20	20	40	10	20	40	50	20	30	20	50	40	50	100	0
94	246	"n07026"	"milk"	"n07026i2"	"Reg"	"Agri"	"CNS"	"QMV"	1	2	2015-02-07	"04-10-07"	50		100	100	100		100	100	0	100	0	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100	100	100	0	0	50	0	50	30	20		50	30	90	40	50	50	70	80	50	20	30	20	20	40	30	50	50	50	20	10	10	90	80	50	100	50
95	247	"d07035"	"mergers"	"d07035i1"	"Dir"	"Agri"	"COD"	"QMV"	4	1	"06-03-07"	2017-11-07	0	0	0	0	0		0	0	0	0	70	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	90	50	30	30	20		20	70	70	20	60	90	40	50	30	30	30	20	20	30	20	30	50	30	20	20	20	80	40	90	100	10
96	248	"n07045"	"CAPfin"	"n07045i1"	"Reg"	"Agri"	"CNS"	"QMV"	1	2	2020-03-07	"07-12-07"	0	0	100	100	0		100	0	100	0	100	100	100	100	100	100	0	100	0	100	100	0	0	0	100	100	0	0	0	0	80	30	60	40	20		20	30	30	30	20	60	60	30	50	20	30	30	20	60	40	30	20	30	30	20	20	20	20	30		0
96	249	"n07045"	"CAPfin"	"n07045i2"	"Reg"	"Agri"	"CNS"	"QMV"	1	2	2020-03-07	"07-12-07"	100		100	100	100		0	100	0	100	100	0	100	0	0	0	100	100	100	0	100	0	100	100	100	100	100	0	100	100	80	0	20	30	20		50	30	30	30	40	80	40	90	80	20	20	20	20	80	20	80	40	30	20	30	40	90	40	20		0
97	250	"n08104"	"CAPreform"	"n08104i1"	"Reg"	"Agri"	"CNS"	"QMV"	1	2	2020-05-08	1931-01-09	100	40	0	0	0		40	100	100	40	0	40	40	0	40	0	0	100	100	0	100	0	40	100	0	40	0	0	100	100	90	60	70	70	20		10	10	60	10	60	60	80	80	10	70	70	10	10	70	10	30	20	40	20	20	20	80	50	60	0	40
97	251	"n08104"	"CAPreform"	"n08104i2"	"Reg"	"Agri"	"CNS"	"QMV"	1	2	2020-05-08	1931-01-09	70	70	0	0	0			100	100	0	0	0	100	0	0	0	0	100	100	100	100	100	100	0	0		0	0	100	100	80	60	30	50	60		0	20	80	20	50	60	40	70	30	60	60	20	20	30	20	20	20	60	60	0	30	80	70	70	0	70
98	252	"n08105"	"EAFRD"	"n08105i1"	"Reg"	"Agri"	"CNS"	"QMV"	1	1	2020-05-08	1931-01-09	100	80	0	80	0		0	0	80	0	80	80	80	0	0	0	0	0	0	100	0	100	0	100	0	0	0	0	100	100	70	20	70	40	20		20	30	90	10	60	80	80	40	20	30	20	20	20	30	20	30	60	40	20	20	20	50	50	40	0	80
99	253	"n08143"	"VAT"	"n08143i1"	"Dir"	"ECOFIN"	"CNS"	"Unan"	2	3	"07-07-08"	"09-05-09"	100	100	0	100	0		100	100	0	0	100	100	0	100	100	100	100	0	0	100	0	100	100	100	100	0	0	100	100	100	100	50	100	100	80		50	50	100	80	50	50	100	50	40	50	70	80	100	80	50	70	60	50	50	70	100	50	50	70	0	100
99	254	"n08143"	"VAT"	"n08143i2"	"Dir"	"ECOFIN"	"CNS"	"Unan"	2	3	"07-07-08"	"09-05-09"	100	100	100	100	0		100	100	0	0	0	100	0	100	100	100	100	0	0	100	100	100	100	100	100	0	100	100	0	100	80	20	100	100	20		30	30	100	70	70	100	100	50	30	40	50	70	100	40	30	50	30	20	20	30	100	50	70	50	0	100
99	255	"n08143"	"VAT"	"n08143i3"	"Dir"	"ECOFIN"	"CNS"	"Unan"	2	3	"07-07-08"	"09-05-09"	100	100	100	100	100		100	100	100	100	100	100	100	100	100	100	0	100	100	0	100	100	100	0	100	100	100	0	100	100	100	20	30	50	30		20	30	80	30	80	50	80	30	20	80	100	80	80	100	20	30	30	100	30	20	50	100	80	70	0	80
100	256	"n05124"	"rightsag"	"n05124i1"	"Reg"	"JHA"	"CNS"	"Unan"	2	2	1930-06-05	2022-02-07	100	100	100	0			100	100	0	100	100	0	0	100	0	0	0	100	100	0	0	0	100	0		100	100	0	0	0	70	50	30	50	0		30	60	50	60	30	50	50	30	60	30	30	50	50	50	30	90	60	30	0	60	60	50	50	60		70
100	257	"n05124"	"rightsag"	"n05124i2"	"Reg"	"JHA"	"CNS"	"Unan"	2	2	1930-06-05	2022-02-07	100	100	100	100			100	100	100	100	100	100	0	100	100	0	100	100	100	100	0	0	100	100		100	0	100	100	0	50	50	30	70	0		20	40	50	40	30	70	50	30	60	50	70	40	40	60	50	80	60	50	0	50	50	70	50	90		0
101	258	"d05167"	"illegals"	"d05167i1"	"Dir"	"JHA"	"COD"	"Unan"	3	4	"01-09-05"	2024-12-08	0	0	100	0			100	100		100	0	100	100	100	0		100	100	100		100	100		100			100	100	0		50	50	70	70	0		50	20	0	20	40	50	70	60	30	0	20	20	20	0	50	50	0	20	0	0	30	30	40	0		90
101	259	"d05167"	"illegals"	"d05167i2"	"Dir"	"JHA"	"COD"	"Unan"	3	4	"01-09-05"	2024-12-08	100	100	0	100			0	70		70	100	70	0	0	100		70	70	70	100	0	70	70	100			0	70	100		100	80	100	50	0		80	30	0	20	80	40	90	80	60	0	20	30	20	50	90	50	50	60	0	0	30	30	80	0		70
101	260	"d05167"	"illegals"	"d05167i3"	"Dir"	"JHA"	"COD"	"Unan"	3	4	"01-09-05"	2024-12-08	100	100	0	100			0	30			100	0	0	0	100		0			100	0	30	30	30					100		80	50	40	90	0		50	20	0	0	60	40	40	40	50	0	70	0	0	30	50	70	30	20	0	0	0	0	60	0		30
101	261	"d05167"	"illegals"	"d05167i5"	"Dir"	"JHA"	"COD"	"Unan"	3	4	"01-09-05"	2024-12-08	30	0	80	30			80	30		80	100	30	80	80	30		30	100	80	30	100	30	30	30		30	30	30	100		30	100	100	30	0		80	60	0	100	0	10	100	50	30	0	10	100	80	10	100	50	60	10	0	10	60	10	0	0		70
102	262	"d05283"	"vehicles"	"d05283i1"	"Dir"	"Trans"	"COD"	"QMV"	4	3	2021-12-05	2015-05-09	100	100	60	60			60	0	60	60	60	100	0	60	60	60	60	60	60	60	60	60	60	100		60	60	100	60	60	80	80	60	40	0		20	60	70	20	60	50	70	20	20	20	40	20	20	40	10	50	20	50	0	20	20	60	60	60	0	60
102	263	"d05283"	"vehicles"	"d05283i2"	"Dir"	"Trans"	"COD"	"QMV"	4	3	2021-12-05	2015-05-09	100	100	0	100			80	0	100	0	80	100	80	80	100	80	100	0	0	100	80	100	80	100		80	0	100	80	80	80	70	50	40	0		30	60	70	20	60	80	80	30	30	60	40	40	30	30	30	60	30	50	0	30	60	60	60	90	0	80
102	264	"d05283"	"vehicles"	"d05283i3"	"Dir"	"Trans"	"COD"	"QMV"	4	3	2021-12-05	2015-05-09	70	100	0	70			70	70	70	70	0	70	0	70	70	70	0	70	70	70	70	70	70	70		70	70	70	0	0	80	90	30	30	0		20	30	60	30	50	70	50	30	30	20	40	30	30	40	20	60	30	20	0	30	30	70	60	70	0	90
