"prnrnmc"	"isnrnmc"	"prnr"	"prname"	"isnr"	"type"	"council"	"proc"	"counvte"	"proccde"	"issues"	"intro"	"finact"	"pcom"	"pep"	"pat"	"pbe"	"pbu"	"pcr"	"pcy"	"pcz"	"pdk"	"pee"	"pfi"	"pfr"	"pde"	"pel"	"phu"	"pie"	"pit"	"plv"	"plt"	"plu"	"pmt"	"pnl"	"ppl"	"ppt"	"pro"	"psi"	"psk"	"pes"	"pse"	"puk"	"scom"	"sep"	"sat"	"sbe"	"sbu"	"scr"	"scy"	"scz"	"sdk"	"see"	"sfi"	"sfr"	"sde"	"sel"	"shu"	"sie"	"sit"	"slv"	"slt"	"slu"	"smt"	"snl"	"spl"	"spt"	"sro"	"ssi"	"ssk"	"ses"	"sse"	"suk"	"rp"	"out"
132	344	"d160231"	"Effort-sharing"	"d160231i4"	"Reg"	"Envi"	"COD"	"QMV"	3	4	"20-07-2016"	2019-06-18	50	100	50	0	0	0		0	50	0	50	50	50	50	0	50	0	0	0	50		50	0	0	0	50	50	0	50	50	50	100	50	20	50	50		80	50	0	20	20	50	0	80	20	80	80	80	0		50	80	0	0	50	0	80	20	0		70
133	345	"d130443"	"NEC"	"d130443i1"	"Dir"	"Envi"	"COD"	"QMV"	3	1	"18-12-2013"	2017-12-16	90	100	30	90	0	70	30	30	30	70	70	70	70	0	70	70	30	30	90	70	90	0	70	0	30	30	70	90	70	30	100	100	50	80	100	0	50	50	20	50	100	100	20	100	50	100	20	20	80	20	100	100	20	20	20	50	80	80	20	0		70
134	346	"d120266"	"Medical"	"d120266i1"	"Reg"	"Employ"	"COD"	"QMV"	3	2	"26-09-2012"	"05-05-17"	70	100	100	70	70		70	70	100	70	70	100	0	100	70	100	100	70	70	100	70	70	100	100	70	100	70	100	70	100	50	80	50	50	0		0	20	50	0	0	50	100	80	0	0	0	0	0	0	0	50	50	50	0	50	0	50	50	0		70
134	347	"d120266"	"Medical"	"d120266i2"	"Reg"	"Employ"	"COD"	"QMV"	3	2	"26-09-2012"	"05-05-17"	70	100	50	50	70		50	50	50	50	50	70	0	50	70	50	70	50	50	50	70	50	50	70	70	70	50	70	50	50	60	80	0	50	0		0	20	50	20	50	100	100	80	20	0	80	0	0	50	0	50	20	50	0	50	20	50	50	50		50
135	348	"d140100"	"Organic"	"d140100i1"	"Reg"	"Agri"	"COD"	"QMV"	3	2	"24-03-2014"	2014-06-18	100	0	0	100	100	0	0	100	0	100	0	0	0	100	0	0	100	0	0	0	0	0	0	100	0	100	0	0	0	0	50	80	80	100	20	0	0	100	20	0	20	30	100	50	20	50	80	80	20	20	0	50	20	20	0	50	0	50	80	20	0	0
135	349	"d140100"	"Organic"	"d140100i2"	"Reg"	"Agri"	"COD"	"QMV"	3	2	"24-03-2014"	2014-06-18	100	100	100	100	100	100	100	100	0	0	0	100	100	100	100	100	100	0	0	100	100	100	100	100	100	100	100	100	0	100	80	80	50	50	0	0	0	20	100	50	100	80	100	50	0	0	50	50	100	0	0	20	0	0	0	0	0	50	100	0	0	90
136	350	"d160070"	"Posting"	"d160070i1"	"Dir"	"Employ"	"COD"	"QMV"	3	4	"08-03-2016"	"09-07-18"	60	80	100	100	60	60	80	0	60	60	60	100	100	60	0	60	60	60	60	100	80	100	0	60	60	60	60	60	100	60	50	50	50	80	40	40	20	100	50	40	40	100	40	20	100	40	50	40	40	50	40	80	100	40	40	40	50	50	50	50	0	80
136	351	"d160070"	"Posting"	"d160070i2"	"Dir"	"Employ"	"COD"	"QMV"	3	4	"08-03-2016"	"09-07-18"	100	100	100	100	0	0	0	0	100	0	0	100	0	0	0	0	100	0	0	100	0	100	0	0	0	0	0	0	100	0	80	100	20	20	80	20	20	100	20	20	20	20	20	0	80	20	20	80	80	20	0	20	80	80	80	20	80	100	20	20	0	0
136	352	"d160070"	"Posting"	"d160070i3"	"Dir"	"Employ"	"COD"	"QMV"	3	4	"08-03-2016"	"09-07-18"	100	100	100	100	0	0	0	0	100	0	100	100	100	100	0	0	100	0	0	100	0	100	0	100	0	100	0	100	100	0	100	100	100	100	60	20	20	100	20	100	20	100	60	20	100	20	20	100	80	60	20	60	100	20	60	40	40	20	40	20	0	90
136	353	"d160070"	"Posting"	"d160070i4"	"Dir"	"Employ"	"COD"	"QMV"	3	4	"08-03-2016"	"09-07-18"	80	60	100	100	0	0	0	0	100	0	0	100	100	0	0	0	100	0	0	100	0	100	0	0	0	0	0	0	100	100	50	80	80	80	80	20	20	80	20	80	20	100	40	80	100	80	20	80	80	20	40	50	100	100	80	80	80	100	20	20	0	30
137	354	"d160397"	"Social"	"d160397i1"	"Dir"	"Employ"	"COD"	"QMV"	3	3	"13-12-2016"	999	100		100	100	0	0	0	0	100	0	0	100	100	0	0	100	0	0	0	100	0	100	0	0	0	0	0	0	100	100	50		100	50	50	0	0	80	0	50	0	20	100	50	100	0	80	50	50	20	0	50	100	80	100	0	80	80	0	0	0	
137	355	"d160397"	"Social"	"d160397i2"	"Dir"	"Employ"	"COD"	"QMV"	3	3	"13-12-2016"	999	50		0	0	100	100	0	100	0	100	100	100	0	100	100	100	100	100	100	0	0	0	100	100	100	100	100	100	100	100	50		80	50	0	0	0	80	0	50	0	80	100	50	50	0	80	50	50	100	0	80	50	0	50	0	50	80	0	0	0	
137	356	"d160397"	"Social"	"d160397i3"	"Dir"	"Employ"	"COD"	"QMV"	3	3	"13-12-2016"	999	0		100	0	0	0	0	0	100	0	0	0	100	0	0	100	0	0	0	0	0	100	0	0	0	0	0	0	0	0	50		50	0	0	0	0	0	100	0	0	50	100	0	0	50	50	0	0	0	0	50	50	0	0	0	0	50	0	0	0	
138	357	"d160152"	"Geoblocking"	"d160152i1"	"Reg"	"IM"	"COD"	"QMV"	3	3	"25-05-2016"	"02-03-18"	0	0	100	100	0	0	0	100	0	100	0	0	0	100	0	0	0	100	100	100	0	100	100	0	100	100	100	0	0	100	50	50	80	20	20	0	0	0	0	0	0	100	100	20	0	0	20	0	0	100	0	20	0	0	20	0	0	50	20	0	0	10
138	358	"d160152"	"Geoblocking"	"d160152i2"	"Reg"	"IM"	"COD"	"QMV"	3	3	"25-05-2016"	"02-03-18"	0	100	0	100	50	0	50	50	0	50	50	0	0	50	0	50	0	100	100	100	50	100	0	0	0	0	20	0	0	100	50	100	100	0	50	50	50	50	80	50	50	100	0	50	100	50	50	0	0	0	50	0	100	50	50	80	50	80	100	0	0	20
138	359	"d160152"	"Geoblocking"	"d160152i3"	"Reg"	"IM"	"COD"	"QMV"	3	3	"25-05-2016"	"02-03-18"	100	100	0	100	50	100	100	100	100	100	100	0	0	100	100	100	0	100	0	100	100	100	100	0	100	0	100	0	100	100	50	100	100	0	0	0	0	0	50	0	0	80	50	0	0	0	0	0	0	0	0	20	0	0	0	0	80	80	20	20	0	90
139	360	"d150307"	"Border"	"d150307i1"	"Reg"	"JHA"	"COD"	"QMV"	3	1	"15-12-2015"	2018-03-17	100	30		100	80	0			0	0	0	100	100				100	0	0			100	30	80		0		100	0		0	50		50	0	100			0	0	100	100	50				0	0	0			50	50	0		100		0	0			65
140	361	"d160023"	"Mercury"	"d160023i1"	"Reg"	"Envi"	"COD"	"QMV"	3	2	"02-02-2016"	2024-05-17	50	100	0	40	40		40	0	40	40	80	40	40	0	0	0	40	40	0	40	40	40	40	0	0	0	40	0	80	40	60	50	50	0	0		0	50	50	0	50	60	50	50	100	100	0	0	100	0	0	50	50	50	0	50	100	100	50	50	0	50
140	362	"d160023"	"Mercury"	"d160023i2"	"Reg"	"Envi"	"COD"	"QMV"	3	2	"02-02-2016"	2024-05-17	30	100	40	70	0		40	40	70	40	40	0	40	40	0	40	40	40	40	40	40	40	40	40	40	40	50	0	70	0	80	100	50	50	100		0	50	50	0	50	100	50	50	100	50	50	0	0	0	0	50	50	0	0	0	50	100	50	100	0	70
141	363	"d180104"	"ID"	"d180104i1"	"Reg"	"JHA"	"COD"	"QMV"	3	2	2017-04-18	"12-07-19"	100	0	100	100	100	100	100	0	100	100	100	100	100	100	100	100	100	100	100	100	100	0	0	100	100	100	0	100	100	100	50	100	0	50	0	0	0	100	0	100	50	100	100	0	0	0	50	0	50	0	0	50	100	50	0	0	100	0	0	0	0	100
141	364	"d180104"	"ID"	"d180104i2"	"Reg"	"JHA"	"COD"	"QMV"	3	2	2017-04-18	"12-07-19"	70	70	70	70	70	70	70	0	100	0	100	0	100	0	70	70	0	0	0	70	70	70	0	0	0	70	70	0	100	70	50	20	0	20	0	0	0	50	20	50	100	50	20	50	20	0	50	0	20	20	0	20	50	50	50	0	0	50	20	0		50
